?色	文本名	代?	重量	部分	作者	?建日期	批注	文本?	?域	覆?率 %	起?	??
●	uid19_Nicole	聯絡人與受測者的關係\討厭的聯絡人	0	"A5跟8，我最討厭的兩個人，就幾乎完全聊公事那種
Q喔真的，好，那我就先問，哪所以幾乎聊公事，所以你們會互相傳訊息嗎?還是通常都是他丟給你這樣?
Aㄟ…通常喔
Q對
A互相
Q都有?
A互相傳訊息
Q那很頻繁嗎?還是…?
A很頻繁
Q(笑)
A就一個禮拜都一定會有
Q那每天咧?
A可能不會到每天，但可能一個禮拜至少會有三天之類的
Q(笑)那真的蠻常的，那所以假如說他傳給你訊息的話你會馬上回復嗎?
A有一些很緊急的會馬上回
Q嗯
A然後有些是很不爽的會，就是不讀
Q(笑)很不爽是怎麼樣不爽啊?
A就譬如說學長又叫我做事情，然後我就想說你明明可以自己做，然後你要使喚我弄的那種感覺，就是那種，有點上對下，然後在公事上的一些就是不是很愉快，長期下來啦就真的不是很愉快啦
Q嗯嗯
A然後我就會不讀(笑)
Q(笑)所以喔不讀，那你要怎麼知道，你是怎麼知道他傳過來的訊息是甚麼?你是…
Aㄟ他不是手機都會跳
Q你說先從那邊預覽嗎?
A因為有時候我之前都會想要知道會開電腦，然後不要點進那個窗框
Q喔你是說他會自己跳出那個視窗
A然後你只要不要點的話就是不會已讀，但是你可以看到內容
Q嗯嗯
A就是這樣(笑)
Q所以你就是都是會先，就是有點像預覽的感覺，就是看一下再決定要不要點開這樣?
A但有時候就沒辦法，因為有時候我就只有手機，然後他跟我分開傳很多條，就他把一個話拆成很多個的時候，你可能就只能看到他前面ㄟㄟ，然後後面你就看不到，你就點進去看
Q嗯
A然後那時候就會逃不掉
Q那那時候假如說你已經點開，就已經已讀了，那你會就是覺得說那我還是要回一下這樣嗎?
A通常通常還是會
Q嗯
A然後然後，但是，有時候會敷衍，就可能真得覺得很煩的話
Q嗯
A就可能就，喔我現在忙，這樣，但我其實沒有在忙
Q喔
A之類那種感覺，因為不回的話很容易…被靠北
Q喔是喔(驚訝)
A就是你已讀又不回
Q嗯
A然後，所以我可能就是真的讀了就要回
Q嗯
A但我可能就是…就是看情況
Q所以就是，就是第一種情況就是假如說遇到不喜歡的訊息就是會盡量不要已讀，就是讓他會覺得說，你就會覺得說他應該覺得你在忙這樣子嗎?就是不讀訊息的話，不已讀的話
A不已讀的話他也不能怎樣
Q嗯~就他也不能怪你，那如果真的不好意思讀，然後你會 就是不管是不是真的在忙 然後就你還是會 那你會跟他 假如說你是真的在忙 你也會跟他講你的真實理由嗎？還是你就是不管 就不管是不是真的在忙 你就是會騙他說 我等一下再回這樣
A嗯…通常我會選擇不講理由
Q嗯嗯嗯
A因為 吼這又很複雜 
Q (笑)
A就是 其實 嗯應該說跟他們這一類的人相處，我歸納出一個結論，就是你不管說甚麼理由都會被罵，所以我會選擇就是說 我很忙，或是延遲讀到這個訊息的時間
Q嗯嗯嗯
A因為就是有時候學長是在罵你，然後所以 你可能 你晚一點回或早一點回都是要被罵，但是我知道，就是讀了當下可能就直接用通訊軟體講，其實心情會很不好，那我可能不想要現在就處理這個情緒，我覺得 就是會先翻個白眼然後放著
Q嗯嗯嗯
A那我可能隔一個週末才會再見到他，就是在當場被罵這樣的感覺
Q嗯嗯嗯
A就是這樣子
Q所以 那所以你只會跟他講說喔你在忙，然後 是會說在忙嗎 所以是說晚一點回他這樣子嗎 就是
A就是會說，喔我在忙 晚點回，然後不知道幾點(笑)
Q喔~啊所以他們看到說你在忙，就不會再繼續 繼續丟你，或是再追問說你在忙什麼 這樣之類的
A會(笑) 就是可能不會當下問，但是事後見到面的時候 就會問(笑) 就是所以每次都要想一堆合理的理由 就覺得很煩
Q (笑) 天哪 好可怕啊
A那樣子是真的蠻可怕的，所以那是同事，就只能是認識的
Q嗯嗯嗯
A工作上的 這樣子
Q嗯嗯嗯 那 那如果是，那你有沒有遇到這狀況，就是可能假如說你們，就是他原本就在跟你講話，然後你就是有主動 就是 可能是有互相 痾就是在講 聊天這樣 啊也不是在聊天 就是在討論事情 那 然後你可能臨時有事 就是 就是要離開 就有事要忙或甚麼之類的 那這樣的話你會告知他說，喔我現在要幹嘛 或是 或是直接說 喔啊我要去忙一下，然後就離開了，還是說你就是連告知都不告知，就直接離開這樣
A嗯…..這個一半吧，就是如果我真的 就是如果我離下一個時間點有充足的時間可以說我要先走，那種我就會打，可是如果沒有的話，我就會直接離開
Q (笑) 那他不會不爽嗎 就 就講到一半突然沒有人回這樣子
A可是這種 其實自己也蠻頻繁的欸，就是 就直接說，啊時間到了，我要走了或是時間到了，就是 其實這個理由反而是最能夠被理解的
Q嗯嗯嗯 所以反而是說他們比較習慣說突然有人不見這樣，就是他們會覺得說，就是說時間或甚麼 就感覺這是常遇到的事情 在實驗室裡
A但是如果跟朋友的話，反而就會覺得 就是 可能會覺得，欸你怎麼聊一聊就不見了的這種感覺，
Q嗯(笑) 所以是在公事上比較不會有這個問題
A 對 因為我們 畢竟實驗室就是被突然一個時間點到他就是要走，就是 你沒有必要再解釋甚麼這樣子
Q這樣聽下來感覺你們實驗室好嚴格喔(笑)
A感覺"	Hank	2019/11/17 14:23:50			2088	14.00	73	151
●	uid19_Nicole	通訊內容的特性\工作相關	0	A5跟8，我最討厭的兩個人，就幾乎完全聊公事那種	Hank	2019/11/17 14:29:08			24	0.16	73	73
●	uid19_Nicole	受測者使用通訊軟體的習慣\會主動傳訊息給對方	0	A互相	Hank	2019/11/17 14:29:14			3	0.02	77	77
●	uid19_Nicole	聯絡人與受測者的關係\傳訊息頻率高	0	A很頻繁	Hank	2019/11/17 14:29:29			4	0.03	81	81
●	uid19_Nicole	通訊內容的特性\急迫	0	A有一些很緊急的會馬上回	Hank	2019/11/17 14:29:41			12	0.08	87	87
●	uid19_Nicole	受測者回覆速度\回覆速度快	0	A有一些很緊急的會馬上回	Hank	2019/11/17 14:29:45			12	0.08	87	87
●	uid19_Nicole	通訊內容的特性\通訊內容讓受測者感到不爽	0	A然後有些是很不爽的會，就是不讀	Hank	2019/11/17 14:30:05			16	0.11	89	89
●	uid19_Nicole	受測者使用通訊軟體的態度\不點開（不讀）	0	A然後有些是很不爽的會，就是不讀	Hank	2019/11/17 14:30:09			16	0.11	89	89
●	uid19_Nicole	受測者使用通訊軟體的習慣\會預覽訊息	0	"Aㄟ他不是手機都會跳
Q你說先從那邊預覽嗎?
A因為有時候我之前都會想要知道會開電腦，然後不要點進那個窗框
Q喔你是說他會自己跳出那個視窗
A然後你只要不要點的話就是不會已讀，但是你可以看到內容
Q嗯嗯
A就是這樣(笑)
Q所以你就是都是會先，就是有點像預覽的感覺，就是看一下再決定要不要點開這樣?
A但有時候就沒辦法，因為有時候我就只有手機，然後他跟我分開傳很多條，就他把一個話拆成很多個的時候，你可能就只能看到他前面ㄟㄟ，然後後面你就看不到，你就點進去看
Q嗯"	Hank	2019/11/20 20:29:51			232	1.56	95	104
●	uid19_Nicole	受測者使用通訊軟體的態度\認為已讀就是要回覆	0	A通常通常還是會	Hank	2019/11/17 14:31:54			8	0.05	107	107
●	uid19_Nicole	通訊行為\敷衍聯絡人	0	A然後然後，但是，有時候會敷衍，就可能真得覺得很煩的話	Hank	2019/11/17 14:32:17			27	0.18	109	109
●	uid19_Nicole	通訊行為\使用假理由	0	A就可能就，喔我現在忙，這樣，但我其實沒有在忙	Hank	2019/11/17 14:32:27			23	0.15	111	111
●	uid19_Nicole	聯絡人使用通訊軟體的態度\在意被已讀	0	A之類那種感覺，因為不回的話很容易…被靠北	Hank	2019/11/17 14:32:42			21	0.14	113	113
●	uid19_Nicole	受測者使用通訊軟體的習慣\不會告知晚回	0	A嗯…通常我會選擇不講理由	Hank	2019/11/17 14:33:09			13	0.09	123	123
●	uid19_Nicole	受測者使用通訊軟體的習慣\會告知離開	0	A嗯…..這個一半吧，就是如果我真的 就是如果我離下一個時間點有充足的時間可以說我要先走，那種我就會打	Hank	2019/11/17 14:34:32			51	0.34	143	143
●	uid19_Nicole	受測者使用通訊軟體的習慣\不會告知離開	0	可是如果沒有的話，我就會直接離開	Hank	2019/11/17 14:34:41			16	0.11	143	143
●	uid19_Nicole	通訊當下的客觀情境\忙碌	0	可是如果沒有的話，我就會直接離開	Hank	2019/11/17 14:34:48			16	0.11	143	143
●	uid19_Nicole	通訊當下的客觀情境\閒暇	0	A嗯…..這個一半吧，就是如果我真的 就是如果我離下一個時間點有充足的時間可以說我要先走，那種我就會打	Hank	2019/11/17 14:35:06			51	0.34	143	143
●	uid19_Nicole	關係基礎分類\工作夥伴	0	"A他們好像也不太會傳那種不重要的訊息給我(笑)
Q所以都 全部都是
A對 真的就是很
Q實驗室的內容
A討論工作上面的事情這樣子
Q超級是工作上面的事情，好那 那大致在講說上司的部分 那想問一下跟平同輩的聊天就是 就比如說你們覺得哪一個是比較可以代表就是大家跟同輩就是這樣聊天"	Hank	2019/11/20 20:36:50			138	0.93	161	166
●	uid19_Nicole	通訊內容的特性\工作相關	0	A對就是 幾乎都是在討論公事居多的這樣子	Hank	2019/11/17 15:52:34			20	0.13	155	155
●	uid19_Nicole	聯絡人與受測者的關係\較疏離	0	A嗯 我想一下喔 不熟喔 不熟就不太會(笑) 但是不會比較就是 嗯 就是當然可能會有一些就是你可以幫我做甚麼嗎 的那種 就是感覺跟學長沒那麼討厭	Hank	2019/11/17 15:53:23			72	0.48	177	177
●	uid19_Nicole	通訊內容的特性\功能導向內容	0	A嗯 我想一下喔 不熟喔 不熟就不太會(笑) 但是不會比較就是 嗯 就是當然可能會有一些就是你可以幫我做甚麼嗎 的那種 就是感覺跟學長沒那麼討厭	Hank	2019/11/17 15:53:29			72	0.48	177	177
●	uid19_Nicole	受測者使用通訊軟體的習慣\會主動傳訊息給對方	0	A互相丟…	Hank	2019/11/17 15:54:13			5	0.03	185	185
